key,message,comment,context
"Barcode type configurations",バーコードタイプの設定,,
Base,ベース,,
"Base Batch",基本バッチ,,
"Base batch",基本バッチ,,
"Base batches",ベースバッチ,,
"Based on",基準,,
"Basic overview",基本的な概要,,
Batch,バッチ,,
"Batch %s unknown",バッチ%sが不明です,,
"Batch calendar synchronization",バッチカレンダーの同期,,
"Batch code",バッチコード,,
"Batch report:",バッチレポート:,,
"Batch service select",バッチサービス選択,,
Batches,バッチ,,
Batchs,バッチ,,
"Be aware that the address is already in use on other documents, do you still want to modify it ?",この住所は既に他のドキュメントで使用されています。変更しますか?,,
"Bean is not an instance of",Beanはのインスタンスではありません,,
"Bill of materials",部品表,,
"Binding file",結合ファイル,,
"Birt Template",ボルトテンプレート,,
"Birt Template parameter","Birt Templateパラメータ",,
"Birt Template parameters","Birt Templateパラメータ",,
"Birt Templates",バートテンプレート,,
"Birt template",バートテンプレート,,
"Block until",ブロックするまで,,
Blocked,ブロック,,
Blocking,ブロッキング,,
"Blocking Type",ブロックタイプ,,
"Blocking done by",ブロックはによって行われました,,
"Blocking follow-up List",ブロックするフォローアップリスト,,
"Blocking reason",ブロッキングの理由,,
"Blocking reasons",ブロックの理由,,
Blockings,ブロック,,
Boolean,ブール,,
"Both currencies must be saved before currency rate apply",為替レートを適用する前に両方の通貨を保存する必要があります,,
"Branch Identifier (Branch Code)","ブランチ識別子 (支店コード)",,
"Business Party Prefix (Bank Code)","ビジネス・パーティ接頭辞 (銀行コード)",,
"Business Party Suffix (Location Code)","ビジネス・パーティ接尾辞 (ロケーションコード)",,
Busy,ビジー,,
Buy,購入,,
"Buy and produce",購入・生産,,
CALENDAR_SERVER,CALENDAR_SERVER,,
CGP,CGP,,
CHANDLER,チャネル,,
CID,CID,,
CODABAR,コードバー,,
CODE_128,コード128,,
CODE_39,コード39,,
COG,COG,,
"CRM config",CRM設定,,
CSV,CSV,,
"CSV File",CSVファイル,,
"Calculation method",計算方法,,
Calendar,カレンダー,,
"Calendar Configurations",カレンダ構成,,
"Calendar User",カレンダーユーザー,,
"Calendar Users",カレンダーユーザー,,
"Calendar configuration",カレンダーの設定,,
"Calendar configuration not valid",カレンダーの構成が無効です,,
"Calendar configurations",カレンダー設定,,
"Calendar permission",カレンダーのアクセス許可,,
"Calendar permissions",カレンダーのアクセス許可,,
"Calendar synchronization",カレンダーの同期,,
Calendars,カレンダー,,
"Calendars Configuration",カレンダの構成,,
"Calendars are empty, there is no event to synchronize.",カレンダーが空です。同期するイベントはありません,,
"Calendars permissions",カレンダーのアクセス許可,,
Call,コール,,
"Calling code",呼び出しコード,,
"Can't generate draft sequence number on an unsaved record.",保存されていないレコードにドラフトシーケンスNo.を生成できません,,
"Cancel Reason",取消事由,,
"Cancel Reasons",取消事由,,
Canton,カントン,,
"Canton Code",広東コード,,
Cantons,カントン,,
"Can’t convert into an individual partner from scratch.",最初から個別のパートナーになることはできません,,
Carrier,運送業者,,
Cash,現金,,
Catalog,カタログ,,
"Categories tree",ツリー,,
Categorization,分類,,
Category,種別,,
Center,中心,,
"Change password",パスワードの変更,,
"Change password?",パスワードを変更しますか?,,
Chart,グラフ,,
"Check Duplicate",重複チェック,,
"Check duplicate",重複をチェック,,
"Check expiration date at stock move realization",株式移転実現時の有効期限の確認,,
"Check log file in tabs configuration",タブ設定でログファイルをチェック,,
"Check query",クエリのチェック,,
Cheque,小切手,,
Choose,選択,,
Cities,都市,,
Citizenship,シチズンシップ,,
City,市町村,,
"City import completed",都市の読み込みが完了しました,,
"Civil Year",西暦,,
"Civil year already exist for ${fromDate.format(java.time.format.DateTimeFormatter.ofPattern('dd/MM/yyyy'))} and ${toDate.format(java.time.format.DateTimeFormatter.ofPattern('dd/MM/yyyy'))}.","${fromDateには既に西暦が存在します。format (java。時間。に変化します。。DateTimeFormatterです。fPattern ('dd/MM/yyyy') }と${toDateです。format (java。時間。に変化します。。DateTimeFormatterです。例:ofPattern ('dd/MM/yyyy') }",,
Civility,シビティー,,
Class,クラス,,
"Classes and products",クラスと製品,,
"Classic products",クラシック製品,,
"Clear selection",選択をクリア,,
Client,クライアント,,
"Client ID",クライアントID,,
"Client portal access",クライアント・ポータル・アクセス,,
ClientSituation.12MonthTurnover,12か月目の売上,,
ClientSituation.address,住所,,
ClientSituation.avgOrderAmt,エバー。オーダー金額,,
ClientSituation.commercialData,商業データ,,
ClientSituation.contact,連絡先,,
ClientSituation.contacts,連絡先,,
ClientSituation.custRef,顧客.参照.,,
ClientSituation.date,日付,,
ClientSituation.dueBalance,期末残高,,
ClientSituation.dueDate,期限,,
ClientSituation.email,Eメール,,
ClientSituation.fax,ファクス,,
ClientSituation.financialData,財務データ,,
ClientSituation.fixedPhone,固定電話,,
ClientSituation.followedBy,後続:,,
ClientSituation.function,機能,,
ClientSituation.invoices,請求書,,
ClientSituation.lastCall,最後の呼び出し,,
ClientSituation.lastMeetingDate,最終ミーティング日,,
ClientSituation.lastOrder,ラストオーダー,,
ClientSituation.mobile,モバイル,,
ClientSituation.name,名称,,
ClientSituation.nextMeetingDate,次回のミーティング日,,
ClientSituation.nextOutgoingCall,次の発信コール,,
ClientSituation.num,"No. (No.)",,
ClientSituation.orderFreq,オーダー頻度,,
ClientSituation.orders,見積/受注,,
ClientSituation.phone,電話No.,,
ClientSituation.recoverableBalance,回復可能なバル,,
ClientSituation.refDoc,参照.ドキュメント,,
ClientSituation.reference,参考,,
ClientSituation.status,ステータス,,
ClientSituation.team,チーム,,
ClientSituation.title,お客様の状況,,
ClientSituation.toInvoice,請求書へ,,
ClientSituation.toPay,支払,,
ClientSituation.totalATI,合計A.T.I,,
ClientSituation.totalBalance,残高,,
ClientSituation.totalHT,合計H.T,,
ClientSituation.totalTax,税金合計,,
ClientSituation.website,Webサイト,,
ClientSituation.with,と,,
"Close period",クローズ期間,,
Closed,クローズ,,
"Closing a period brings irrevocable integration of a move in Moves book","期間をクローズすると、 「移動」 ブック内の移動が取消不能に統合されます",,
"Closure date",閉鎖日,,
Code,コード,,
"Code length should be greater than 2.",コードの長さは2より大きくなければなりません,,
Coeff,係数,,
Coeff.,係数,,
"Coefficient for bonus",賞与係数,,
"Coefficient for leave",休暇係数,,
"Color code (hex)","カラーコード (16進)",,
"Column title",列タイトル,,
"Comment to display on delivery",納品時に表示するコメント,,
"Comment to display on invoice",請求書に表示するコメント,,
"Comment to display on picking order",ピッキング順序に表示するコメント,,
"Comment to display on proforma",プロファイルに表示するコメント,,
"Comment to display on purchase order",発注に表示する注釈,,
"Comment to display on sale order",販売オーダー書に表示するコメント,,
Comments,コメント,,
Companies,会社,,
"Companies associated to",関連会社,,
Company,会社,,
"Company Footer",会社フッター,,
"Company Footer Height(in cm)","会社フッターの高さ (cm単位)",,
"Company Header",会社ヘッダー,,
"Company Header Height(in cm)","会社ヘッダーの高さ (cm単位)",,
"Company PhoneBook",会社の電話帳,,
"Company department",会社部門,,
"Company departments",各部,,
"Company phoneBook",会社の電話帳,,
"Company tree",会社ツリー,,
Company.bankDetails,銀行の詳細,,
Complement,補体,,
Complete,完了,,
Component,コンポーネント,,
"Compute Discount Separately",個別に割引計算,,
"Compute Method for Discounts",割引の計算方法,,
"Config doesn't exist in the file. Please uncheck 'Config included in file'",構成がファイルに存在しません。'ファイルに含まれる構成'のチェックを外してください,,
"Config exist in the file. Please check 'Config included in file'",構成がファイルに存在します。'ファイルに含まれる構成'をチェックしてください,,
"Config included in file",ファイルに含まれる構成,,
Configuration,構成,,
"Configuration file",構成ファイル,,
Configurations,構成,,
Configurator,Configurator,,
Confirm,確認,,
"Confirm password",パスワードの確認,,
"Confirm password doesn't match with new password.",確認パスワードが新しいパスワードと一致しません,,
Connect,接続,,
"Connection settings",接続設定,,
"Connection successful",接続に成功しました,,
Contact,連絡先,,
"Contact / Partner",連絡先/パートナー,,
"Contact Dashboard",連絡先ダッシュボード,,
"Contact Information",連絡先情報,,
"Contact PhoneBook",連絡先電話帳,,
"Contact address",連絡先住所,,
"Contact details",連絡先の詳細,,
"Contact function",接触関数,,
"Contact imported",連絡先をImportしました,,
"Contact synchronisation",接触同期,,
Contacts,連絡先,,
Contains,内容,,
Content,内容,,
Contenu,コンテヌ,,
"Contract Manager",契約マネージャ,,
Convert,変換,,
"Convert demo file",デモファイルの変換,,
"Convert into an individual partner",個人パートナーに転換する,,
"Cost price",原価価格,,
"Cost type",コストタイプ,,
Costs,コスト,,
Countries,国,,
Country,国,,
"Country Code",国コード,,
"Country name",国名,,
Create,作成,,
"Create Partner",パートナーの作成,,
"Create bank order",銀行受注の作成,,
"Create employee",従業員の作成,,
"Create menu entry","[作成] メニューエントリ",,
"Create production order (${ name })","製造オーダーの作成 (${name})",,
"Created by",作成者,,
"Created on",作成日,,
Creation,作成,,
Creations,創作,,
"Credit Balance",貸方残高,,
"Csv generated",CSV生成,,
"Cumulated qty (%)","累積数量 (%)",,
"Cumulated worth (%)","累積価値 (%)",,
Currencies,通貨,,
Currency,通貨,,
"Currency Ws URL","通貨W URL",,
"Currency conversion",通貨換算,,
"Currency conversion line",通貨換算明細,,
"Currency conversion lines",通貨換算明細,,
"Currency conversion table",通貨換算表,,
"Currency conversion webservice not working",通貨換算Webサービスが機能していません,,
"Current Products",現在の製品,,
"Current domain",現在のドメイン,,
"Current password",現在のパスワード,,
"Current user password is not provided.",現在のユーザーパスワードが指定されていません,,
"Current user password is wrong.",現在のユーザーパスワードが間違っています,,
"Current user's active company address is not set",現在のユーザーの有効な会社アドレスが設定されていません,,
Customer,顧客,,
"Customer Situation",お客様の状況,,
"Customer catalog",顧客カタログ,,
Customers,お客さま,,
"Customers by Industry Sector",業種別のお客様,,
"Customers by country",各国のお客様,,
"Customers by saleman",販売員別顧客,,
"Customers payment delay (Average in days)","顧客支払遅延 (平均日数)",,
Customised,カスタマイズ,,
"Customised products",カスタマイズされた製品,,
"Cycle counting",循環棚卸,,
DATA_MATRIX,DATA_MATRIX,,
DEPT,部門,,
"DMS Import",DMSImport,,
"Daily Work Hours",日勤時間,,
Dashboard,ダッシュボード,,
"Data file",データファイル,,
"Data file doesn't exist",データファイルが存在しません,,
"Data file format is invalid",データファイル形式が無効です,,
"Data from file",ファイルからのデータ,,
"Data imported successfully",データが正常にImportされました,,
Data(s),データ,,
Date,日付,,
"Date format",日付形式,,
"Date or frequency changed",変更された日付または頻度,,
DateTime,日時,,
Day,日,,
Days,日数,,
"Days Unit",日数単位,,
"Debit Balance",借方残高,,
Debit_block,ブロック化の値重複を避けて選択します,"Value of blockingSelect, avoiding duplicates",
December,12月,,
Decimal,10進,,
Default,デフォルト,,
"Default Bank Account",デフォルト銀行口座,,
"Default Partner language",デフォルトのパートナー言語,,
"Default Project unit",既定のプロジェクト単位,,
"Default address",デフォルトアドレス,,
"Default home action.",既定のホームアクション,,
"Default if not found",見つからない場合のデフォルト,,
"Default supplier",デフォルトの仕入先,,
"Default zoom",既定のズーム,,
"Define sub bill of material",サブ部品構成表の定義,,
"Define the shipping coef by partner",パートナーによる出荷係数の定義,,
"Delegate Rights of Pfp Validator",Pfpバリデータの権限の委任,,
Delete,削除,,
"Delete menu entry",メニューエントリの削除,,
Delivery,配送,,
"Delivery address",配送先住所,,
Demography,人口,,
Department,部署,,
"Department Cantons List",部門カントンリスト,,
"Department Name",部署名,,
"Department city List",部門都市リスト,,
Departments,各部,,
Dept./Div.,事業部,,
Descending,降順,,
Description,説明,,
"Destination Currency",宛先通貨,,
Details,詳細,,
Diameter,直径,,
Direct,直接,,
"Direct debit",自動引き落とし,,
Discount,割引,,
Discount/Additionnal/Replace,割引/追加/置換,,
"Display an expiration date",有効期限を表示する,,
"Distribution precisions (POB, Village...)","物流精度 (POB村 ...)",,
"Document concerned",関係書類,,
Documents,文書,,
"Don't import if",次の場合はImportしない,,
Dr,博士,,
Draft,ドラフト,,
Duplicate,複製,,
"Duplicate Object",オブジェクトを複製,,
"Duplicate finder field '%s' is not found inside model '%s'","重複した検索フィールド 「%s個 」 がモデル'%s'内に見つかりません",,
"Duplicate records",重複したレコード,,
Duration,期間,,
Durations,期間,,
"Dutch Beta",オランダベータ,,
EAN_13,"EAN_13 (航空機)",,
EAN_8,"EAN_8 (航空機)",,
ECB,ECB,,
"Ebics certificate",EBICS証明書,,
"Ebics certificates",EBICS証明書,,
"Economic area",経済分野,,
"Economic areas",経済分野,,
"Economic manuf. qty","Economic manuf. Qty",,
"Edit product barcode type",製品のバーコードタイプを編集,,
"Electronic signature",電子署名,,
Email,Eメール,,
"Email Page",電子メールページ,,
"Email accounts",電子メールアカウント,,
"Email address",メールアドレス,,
"Email address already linked with another partner",他のパートナーと既にリンクされている電子メールアドレス,,
"Email signature",電子メール署名,,
Emails,電子メール,,
Employee,従業員,,
"Employee List",従業員リスト,,
"Employees (Nbr)","従業員数 (No.)",,
"Enable multi-company management",複数会社の管理を可能にする,,
"Enable trading names management",商号管理を可能にする,,
"End Date",終了日,,
"End date",終了日,,
"End date t",終了日t,,
"Ends on",終了日,,
"Enter proper 'From' and 'To' date.","正しい 「開始日 」 および 「宛先 」 日付を入力してください",,
"Enter proper 'Start' and 'End' date.","正しい 「開始 」 および 「終点 」 日付を入力してください",,
"Entities you wish to follow by email",Eメールでフォローしたいエンティティ,,
Envelope,封筒,,
Equal,等しい,,
"Error : Data file is unreachable.",エラー:データファイルにアクセスできません,,
"Error : Incorrect query for the querie %s",エラー:クエリ%sのクエリが正しくありません,,
"Error : Mapping file is not found.",エラー:マッピングファイルが見つかりません,,
"Error : Mapping file is unreachable.",エラー:マッピングファイルにアクセスできません,,
"Error : There is no query set for the querie %s",エラー:クエリ%sのクエリセットがありません,,
"Error : a request has to be set for the indicatior generator %s",エラー:インディケーター%sに要求を設定する必要があります,,
"Error : incorrect request for the indicatior generator %s",エラー:指標ジェネレータ%sの要求が正しくありません,,
"Error : no code has been set",エラー:コードが設定されていません,,
"Error : no export path has been set",エラー:Exportパスが設定されていません,,
"Error in Connection",接続エラー,,
"Error in print. Please check report configuration and print setting.",印刷エラー。レポート設定と印刷設定を確認してください,,
"Error logs",エラーログ,,
"Error while creating the file",ファイルの作成中にエラーが発生しました,,
"Error while processing zip file",zipファイルの処理中にエラーが発生しました,,
Event,イベント,,
Events,行事,,
"Events planning",イベントの計画,,
"Events planning line",イベント計画ライン,,
"Events planning lines",イベント計画ライン,,
Every,すべて,,
"Every N weeks",N週ごと,,
"Every week",毎週,,
Excel,エクセル,,
"Exchange rate",為替レート,,
Exclusive,排他的,,
Execute,実行,,
Execution,実行,,
Export,Export,,
"Export Address",Exportアドレス,,
"Export Date",Export日,,
"Export Excel",ExcelのExport,,
"Export Object",オブジェクトをExport,,
"Export PDF",PDFを書き出し,,
"Export addresses",アドレスのExport,,
"Export calendar",カレンダーをExport,,
"Export file",ファイルをExport,,
"Export format",Export形式,,
"Export indicators",Exportインジケータ,,
"Export limit must be greater than query fetch size.",Exportの制限はクエリのフェッチサイズより大きくなければなりません,,
"Export limit must be greater than zero.",Exportの制限は0より大きくなければなりません,,
Expression,式,,
External,外部,,
Factor,[係数],,
"Family Code",ファミリコード,,
"Family Name",ファミリ名,,
Fax,ファクス,,
"Feature currently not available with Open Street Maps.","Open Street Mapsでは現在使用できない機能です",,
February,2月,,
"Fetch emails",電子メールを取得する,,
Field,フィールド,,
"Field(%s) doesn't exist for the object(%s)","オブジェクト (%s) のフィールド (%s) が存在しません",,
Fields,フィールド,,
"Fields can't be ignore",フィールドは無視できません,,
"Fields configuration",フィールド構成,,
"Fields to select duplicate",重複して選択するフィールド,,
File,ファイル,,
"File extension",ファイル拡張子,,
"File field",ファイルフィールド,,
"File fields",ファイルフィールド,,
"File loaded successfully",ファイルが正常にロードされました,,
"File tab",タブ,,
"File tab is not matched inside file",ファイルタブがファイル内で一致しません,,
"File tabs",ファイルタブ,,
"File type",ファイルタイプ,,
"File types",ファイルタイプ,,
FileTab,ファイルタブ,,
Filters,フィルタ,,
Find,[検索],,
FindNew,検索新規,,
Finished,完了,,
"Finished product",完成品,,
First,最初,,
"First Name",名,,
"First line",最初の行,,
"First name",名,,
"Fiscal Year",会計年度,,
"Fiscal position",財政状態,,
"Fiscal positions",財政状態,,
"Fiscal year",年度,,
Fixed,固定,,
"Fixed Amount/%",固定金額/%,,
"Fixed phone",固定電話,,
Float,フロート,,
"Followed users",フォローしているユーザー,,
"For select use",選択して使用,,
Format,書式設定,,
Formula,数式,,
Fourth,第4,,
France,フランス,,
"Free Text",フリーテキスト,,
"Freight Carrier",運送業者,,
"Freight Carrier Mode",運送業者モード,,
Frequencies,頻度,,
Frequency,周波数,,
"Frequency end date cannot be before task date.",頻度の終了日をタスクの日付より前にすることはできません,,
"Frequency type",周波数タイプ,,
Friday,金曜日,,
Fridays,金曜日,,
From,開始日,,
"From Date",日付:自,,
"From Unit",ユニットから,,
"From stock",株式から,,
"Full Address",フルアドレス,,
"Full name",フルネーム,,
Function,機能,,
"Function Name",関数名,,
Functions,関数,,
"Future qty",将来の数量,,
GCAL,ガル,,
General,全般,,
"General contact details",一般的な連絡先の詳細,,
"General data",一般データ,,
"General discount (%)","一般割引 (%)",,
"Generate periods",期間の生成,,
"Generate product variants",製品バリエーションの生成,,
"Generate random password",ランダムパスワードの生成,,
"Generate random passwords",ランダムなパスワードの生成,,
"Generate sequence for partners",パートナーのシーケンスを生成,,
"Generate sequence for products",プロダクトのシーケンスを生成,,
"Generated anomalies :",発生した異常:,,
"Geo. coordinates",地理.座標,,
"Geographical area",地域,,
Geonames,ジオナムズ,,
"German Beta",ドイツベータ,,
"Get direction",方向を取得,,
"Get rate",レートの取得,,
Google,Google,,
"Google Maps API key",GoogleマップAPIキー,,
"Google Maps API key is missing in configuration.",GoogleマップAPIキーが構成にありません,,
"Google address",Googleアドレス,,
"Google api key","Google APIキー",,
"Google email",Googleメール,,
"Google phone number",Googleの電話No.,,
"Gross mass",グロスマス,,
Group,グループ,,
Groups,グループ,,
Guests,ゲスト,,
"Having header",ヘッダを有する,,
"Head office address",本社所在地,,
"Header is not valid.",ヘッダーが無効です,,
Height,高さ,,
Height(px),"高さ (px)",,
"Hide Discount on prints",印刷時の割引を非表示にする,,
Historic,過去,,
Historical,履歴,,
