key,message,comment,context
"Account clearance date",口座開設日,,
"Account clearance journal",口座決済仕訳,,
"Account clearance operations",口座決済業務,,
"Account code",アカウントコード,,
"Account config (${ name })","アカウント構成 (${name})",,
"Account configuration",アカウントの構成,,
"Account configurations",アカウント構成,,
"Account customer",アカウント顧客,,
"Account details",アカウントの詳細,,
"Account equivalence",アカウントの等価性,,
"Account equivalences",勘定科目の同値,,
"Account management list",アカウント管理リスト,,
"Account missing on configuration for line : %s (company : %s)","次の行の構成でアカウントが見つかりません:%s (会社:%s)",,
"Account missing on the tax line : %s (company : %s)","税金明細の勘定科目が欠落しています:%s (会社:%s)",,
"Account move",勘定科目の移動,,
"Account move %s has a total debit different than total credit : %s <> %s","勘定科目移動%sの借方合計は貸方合計と異なります:%s <> %s",,
"Account moves",勘定科目の移動,,
"Account moves to validate",検証するアカウントの移動,,
"Account name",アカウント名,,
"Account of purchase fixed assets",購入固定資産勘定,,
"Account to replace",置き換えるアカウント,,
"Account to set",設定するアカウント,,
"Account type",勘定科目の種類,,
"Account types",勘定科目の種類,,
AccountConfig.Customers,お客さま,,
AccountConfig.Employees,従業員,,
AccountConfig.Suppliers,仕入先,,
Accounting,会計,,
"Accounting Batch",会計バッチ,,
"Accounting Dashboard","「会計」 ダッシュボード",,
"Accounting Date",会計日,,
"Accounting Daybook",会計日記帳,,
"Accounting Details",会計詳細,,
"Accounting Export",会計Export,,
"Accounting Export N°",会計ExportNo.,,
"Accounting Exports/Reports",会計Export/レポート,,
"Accounting Reconcile",会計調整,,
"Accounting account",会計勘定,,
"Accounting balance",会計残高,,
"Accounting batch",会計バッチ,,
"Accounting batches",会計バッチ,,
"Accounting configuration",アカウンティング設定,,
"Accounting configuration is missing for Product: %s (company: %s)","製品%sのアカウンティング構成がありません (会社:%s)",,
"Accounting details",会計詳細,,
"Accounting export",アカウンティングのExport,,
"Accounting exports",会計輸出,,
"Accounting information",会計情報,,
"Accounting move can not be validated because its fiscal period is closed.",会計期間が終了しているため、会計移動を検証できません,,
"Accounting report",会計報告,,
"Accounting reports",会計報告,,
"Accounting settings",アカウンティング設定,,
"Accounting situation",経理状況,,
"Accounting situation %s",会計状況%s,,
"Accounting situations",会計状況,,
Accounting.Account,アカウント,,
Accounting.Accounts,アカウント,,
Accounting.PartnerAccountCreation.None,自動アカウント作成なし,,
Accounting.toAccount,アカウント,,
AccountingReport.control,コントロール,,
AccountingReport.editionDate,版の日付,,
AccountingReport.recapByAccount,アカウントごとにまとめる,,
AccountingReport.totalCreditAccount,勘定科目別与信合計,,
AccountingReport.totalDebitAccount,勘定科目別借方合計,,
AccountingReportType1.balance,残高,,
AccountingReportType1.code,コード,,
AccountingReportType1.company,会社,,
AccountingReportType1.credit,クレジット,,
AccountingReportType1.date,日付,,
AccountingReportType1.debit,借方,,
AccountingReportType1.description,説明,,
AccountingReportType1.endDate,終了日,,
AccountingReportType1.from,開始日,,
AccountingReportType1.journal,ジャーナル,,
AccountingReportType1.name,名称,,
AccountingReportType1.partner,パートナー,,
AccountingReportType1.paymentMode,支払モード,,
AccountingReportType1.period,期間,,
AccountingReportType1.title,総勘定元帳,,
AccountingReportType1.to,宛先,,
AccountingReportType1.total,合計,,
AccountingReportType11.daySubTotal,日の合計,,
AccountingReportType15.accountName,アカウント名,,
AccountingReportType15.amount,金額,,
AccountingReportType15.balance,残高,,
AccountingReportType15.base,ベース,,
AccountingReportType15.company,会社,,
AccountingReportType15.currency,通貨,,
AccountingReportType15.date,日付,,
AccountingReportType15.deductibleVAT,控除VAT,,
AccountingReportType15.from,開始日,,
AccountingReportType15.moveLine,行を移動,,
AccountingReportType15.moveLineAccount,アカウントコード,,
AccountingReportType15.name,名称,,
AccountingReportType15.payableVAT,支払可能VAT,,
AccountingReportType15.printDate,印刷日,,
AccountingReportType15.reportDateEdition,版の日付,,
AccountingReportType15.taxCode,税金コード,,
AccountingReportType15.taxRate,税率,,
AccountingReportType15.title,受領金額のVAT計算書,,
AccountingReportType15.to,宛先,,
AccountingReportType15.total,合計,,
AccountingReportType15.vatCashAccountingScheme,VAT現金会計制度,,
AccountingReportType15.vatTotal,付加価値税合計,,
AccountingReportType15.year,年,,
AccountingReportType16.account_name,アカウント,,
AccountingReportType16.acquisition_date,日付,,
AccountingReportType16.asset_name,指定,,
AccountingReportType16.company,会社,,
AccountingReportType16.computaion_method,方法,,
AccountingReportType16.currency,通貨,,
AccountingReportType16.duration,"期間 (月)",,
AccountingReportType16.endDate,レポート日,,
AccountingReportType16.from,開始日,,
AccountingReportType16.gross_value,値,,
AccountingReportType16.period,期間,,
AccountingReportType16.reference,参考,,
AccountingReportType16.title,買収,,
AccountingReportType16.to,宛先,,
AccountingReportType16.year,年,,
AccountingReportType17.acquisition,取得,,
AccountingReportType17.acquisition_date,日付,,
AccountingReportType17.asset_disposal,資産の処分,,
AccountingReportType17.asset_name,指定,,
AccountingReportType17.company,会社,,
AccountingReportType17.computation_method,方法,,
AccountingReportType17.currency,通貨,,
AccountingReportType17.depreciation,低下,,
AccountingReportType17.depreciation_charge,減価償却費,,
AccountingReportType17.duration,"期間 (月)",,
AccountingReportType17.endDate,レポート日,,
AccountingReportType17.from,開始日,,
AccountingReportType17.gross_values,総価値,,
AccountingReportType17.original_value,元の値,,
AccountingReportType17.period,期間,,
AccountingReportType17.reference,参考,,
AccountingReportType17.residual_value,連結貸借対照表計上額,,
AccountingReportType17.title,総価額と減価償却費の要約,,
AccountingReportType17.to,宛先,,
AccountingReportType17.total_by_account_and_analytic_template,勘定科目および分析テンプレート別合計,,
AccountingReportType17.total_by_analytic_template,分析テンプレート別合計,,
AccountingReportType17.year,年,,
AccountingReportType17.year_end_value,期末値,,
AccountingReportType17.year_start_value,年度開始値,,
AccountingReportType2.account,アカウント,,
AccountingReportType2.accountLabel,勘定科目ラベル,,
AccountingReportType2.balance,残高,,
AccountingReportType2.company,会社,,
AccountingReportType2.credit,クレジット,,
AccountingReportType2.debit,借方,,
AccountingReportType2.endDate,終了日,,
AccountingReportType2.from,開始日,,
AccountingReportType2.generalBalance,総合収支,,
AccountingReportType2.journal,ジャーナル,,
AccountingReportType2.paymentMode,支払モード,,
AccountingReportType2.period,期間,,
AccountingReportType2.title,総合収支,,
AccountingReportType2.to,宛先,,
AccountingReportType2.totalCredit,与信額,,
AccountingReportType2.totalDebit,借方合計,,
AccountingReportType2000.accountType,勘定科目の種類,,
AccountingReportType2000.amount,金額,,
AccountingReportType2000.analyticAccount,分析勘定科目,,
AccountingReportType2000.analyticAccountCode,コード,,
AccountingReportType2000.analyticAccountName,名称,,
AccountingReportType2000.analyticAxis,解析軸,,
AccountingReportType2000.analyticAxisCode,コード,,
AccountingReportType2000.analyticAxisName,名称,,
AccountingReportType2000.analyticJournal,分析仕訳,,
AccountingReportType2000.company,会社,,
AccountingReportType2000.endDate,終了日,,
AccountingReportType2000.from,開始日,,
AccountingReportType2000.percentage,%,,
AccountingReportType2000.title,分析残高,,
AccountingReportType2000.to,宛先,,
AccountingReportType2000.totalPerAnalyticAccount,分析アカウントごとの合計,,
AccountingReportType2000.totalPerAnalyticAxis,分析軸ごとの合計,,
AccountingReportType2000.totalPerAnalyticJournal,分析ジャーナルごとの合計,,
AccountingReportType2001.AnalyticMoveLineID,ID,,
AccountingReportType2001.account,アカウント,,
AccountingReportType2001.accountType,勘定科目の種類,,
AccountingReportType2001.amount,金額,,
AccountingReportType2001.analyticAccount,分析勘定科目,,
AccountingReportType2001.analyticAccountCode,コード,,
AccountingReportType2001.analyticAccountName,名称,,
AccountingReportType2001.analyticAxis,解析軸,,
AccountingReportType2001.analyticAxisCode,コード,,
AccountingReportType2001.analyticAxisName,名称,,
AccountingReportType2001.analyticJournal,分析仕訳,,
AccountingReportType2001.company,会社,,
AccountingReportType2001.currency,通貨,,
AccountingReportType2001.date,日付,,
AccountingReportType2001.endDate,終了日,,
AccountingReportType2001.from,開始日,,
AccountingReportType2001.moveLineName,行を移動,,
AccountingReportType2001.title,分析総勘定元帳,,
AccountingReportType2001.to,宛先,,
AccountingReportType2001.totalPerAnalyticAccount,分析アカウントごとの合計,,
AccountingReportType2001.totalPerAnalyticAxis,分析軸ごとの合計,,
AccountingReportType2001.totalPerAnalyticJournal,分析ジャーナルごとの合計,,
AccountingReportType6.title,パートナーバランス,,
AccountingReportType7.dueDate,期限,,
AccountingReportType7.journalCode,ジャーナル,,
AccountingReportType7.reconcileGroup,さあ,,
AccountingReportType7.title,パートナー総勘定元帳,,
AccountingSituation.debtRecoveryLevelLabel,債務返済水準,,
"Acquisition date and first depreciation date should not be more than one depreciation period apart.",取得日と最初の減価償却日の間には、複数の減価償却期間を設定しないでください,,
Acquisitions,買収,,
Action,アクション,,
Actions,アクション,,
"Activate passed for payment",支払いに合格したアクティベーション,,
Active,アクティブ,,
"Active UMR",アクティブUMR,,
"Active bank details",アクティブな銀行の詳細,,
"Active level",アクティブレベル,,
"Add Move line N° in the description",説明に移動線No.を追加,,
Address,住所,,
"Address unknown",アドレスが不明です,,
"Adjust fiscal year",会計年度の調整,,
"Adjusting Move",移動を調整する,,
"Advance Payment",前受金,,
"Advance Payment Account",前払金勘定,,
"Advance Payment Imputation",前払金の賦課,,
"Advance move line",アドバンス移動線,,
"Advance payment invoice",前払金請求書,,
"Advance payment product",前払い商品,,
"Advance payments",前渡金,,
"Advance/Payment move",前払/支払移動,,
Advanced,詳細設定,,
"Aged Balance",経過勘定,,
Alarm,アラーム,,
"All budgets",すべての予算,,
"Allocate per partner",パートナーごとの割り当て,,
"Allocated amount",配賦額,,
"Allow cancelation of ventilated invoice",換気請求書の取消を許可する,,
"Allow payments greater than due amount",支払額を超過することを許可する,,
"Allow removal of validated move",検証済みの移動の削除を許可する,,
"Allowed payment range",支給限度額,,
"Already printed",既に印刷されています,,
Amount,金額,,
"Amount A.T.I.",金額A.T.I,,
"Amount A.T.I. in Acc. currency","Amount A.T.I. in Acc. currency",,
"Amount Remaining to allocate",配賦残高,,
"Amount Tax",税額,,
"Amount Tax in Acc. currency","Amount Tax in Acc. currency",,
"Amount already paid",既払額,,
"Amount due",未払額,,
"Amount exported for direct debit",自動引き落としによる輸出額,,
"Amount for each line",各行の金額,,
"Amount in Acc. currency","Amount in Acc. currency",,
"Amount paid",支払額,,
"Amount paid A.T.I.",支払金額,,
"Amount paid in currency",通貨建て支払額,,
"Amount reconciled",調整済金額,,
"Amount rejected",却下された金額,,
"Amount remaining",残量,,
