key,message,comment,context
"Only invoice consumption before Invoice period end Date",請求期間終了日より前の請求書消込のみ,,
Partner,パートナー,,
"Payment condition",支払条件,,
"Payment mode",支払モード,,
"Periodic Invoicing",定期請求,,
"Periodic contract",定期契約,,
"Please enter a engagement date.",契約日を入力してください,,
"Please enter a terminated date for this version.",このバージョンの終了日を入力してください,,
"Please fill the first period end date and the invoice frequency.",最初の期間の終了日と請求書の頻度を入力してください,,
Print,印刷,,
"Prior notice",事前通知,,
"Prior notice duration",予告期間,,
"Prior notice duration is not respected.",予告期間は尊重されません,,
Product,商品,,
"Prorate from versions",バージョンからの按分,,
"Prorated Invoice",按分済請求書,,
"Prorated Starting periods",按分開始期間,,
"Prorated finished periods",按分済終了期間,,
"Prorated temporally",仮按分,,
"Protrate temporally",時間的に突出する,,
"Purchase orders",発注,,
"Put on hold",保留,,
Qty,数量,,
Quantity,数量,,
Reference,参考,,
Renew,更新,,
Renewal,更新,,
"Renewal duration",更新期間,,
"Renewal management",更新管理,,
"Run batch",バッチの実行,,
Search,検索,,
Sequence,シーケンス,,
"Show contract",契約の表示,,
"Show next version",次のバージョンを表示,,
"Start date",開始日,,
"Start of next invoicing period",次の請求期間の開始,,
"Start of period",期間の開始,,
"Start of period plus",期間の開始日+,,
Status,ステータス,,
Statut,スタット,,
Supplier,仕入先,,
"Supplier contracts",仕入先契約,,
"Supposed activation date",使用開始予定日,,
"Supposed end date",終了予定日,,
"Tacit renewal",タシットリニュアル,,
Tax,税金,,
Terminate,終了,,
Terminated,終了,,
"Terminated By",終了者,,
"Terminated contracts",解約契約,,
"Terminated date",終了日,,
"Terminated manually",手動で終了,,
Termination,終了,,
"Termination demand date",終了要求日,,
"The company %s doesn't have any configured sequence for contracts",会社%sには契約の構成済みシーケンスがありません,,
"The product can't be empty.",製品を空にすることはできません,,
"There is no contract associated with this version.",このバージョンに関連付けられた契約はありません,,
"To closed",閉じる,,
"Total A.T.I.",合計A.T.I,,
"Total W.T.",合計W.T,,
Type,種類,,
"Unchangable contract",変更不可契約,,
Unit,単位,,
"Unit price",単価,,
"Use this template",このテンプレートを使用,,
Version,バージョン,,
"Version history",バージョン履歴,,
Versions,バージョン,,
Waiting,待機中,,
"With engagement",契約あり,,
"With prior notice",事前通知により,,
"You cannot remove a line which has been already invoiced.",すでに請求済の明細は削除できません,,
"You cannot terminate a contract before version activation date.",バージョン有効日より前に契約を終了することはできません,,
"You need to save your contract for add lines.",明細を追加するには、契約を保存する必要があります,,
com.axelor.apps.contract.batch.service.BatchContractService,,,
value:Contract,契約,,
