key,message,comment,context
InvoicingProjectAnnex.totalWT,合計W.T,,
InvoicingProjectAnnex.unit,単位,,
InvoicingProjectAnnex.unitPriceATI,単価A.T.I,,
InvoicingProjectAnnex.unitPriceWT,単価W.T,,
InvoicingProjectAnnex.user,ユーザー,,
"Job costing",製造オーダー原価計算,,
"Log Times",ログ時間,,
"Log Times Priority",ログ時間の優先度,,
"Manual element",手動エレメント,,
"Manual elements",手動要素,,
"No Line can be used for tasks",タスクに行を使用できません,,
"No Project selected",プロジェクトが選択されていません,,
"No invoicing",請求なし,,
"No project found in context",コンテキスト内にプロジェクトが見つかりません,,
"No type of generation project has been selected",生成プロジェクトのタイプが選択されていません,,
PO.Quotation,見積,,
Paid,支払い済み,,
"Phase by line",,,
"Planification and costs",平面化とコスト,,
"Planned Times Total",計画時間合計,,
"Please complete the order lines with at least one product type 'Service' and the supply mode 'Produce'","少なくとも1つの製品タイプ 「サービス 」 と供給モード'製品'で受注明細を完了してください",,
"Please select lines",,,
"Price list",価格表,,
"Produced Turnover",生産回転率,,
Production,制作,,
"Production orders",製造オーダー,,
"Products must be Service type and Method of Supply Produce.",製品は、サービス・タイプおよび供給生産方法である必要があります,,
Progress,進捗状況,,
Project,プロジェクト,,
"Project %s",プロジェクト%s,,
"Project Folder",プロジェクトフォルダ,,
"Project Phase",プロジェクトフェーズ,,
"Project Priority",プロジェクトの優先度,,
"Project alone",プロジェクトのみ,,
"Project generator type",プロジェクトジェネレータタイプ,,
"Project in Invoice Lines",請求書明細のプロジェクト,,
"Project in Purchase order lines",発注明細のプロジェクト,,
"Project in Sale order lines",販売受注明細のプロジェクト,,
"Project invoicing assistant batch",プロジェクト請求アシスタント・バッチ,,
"Project invoicing assistant batches",プロジェクト請求アシスタント・バッチ,,
"Project planification and costs",プロジェクトの計画とコスト,,
Project.amount,金額,,
Project.analyticalAccount,分析勘定科目,,
Project.analyticalAxis,解析軸,,
Project.analyticalLines,"Analytical lines",,
Project.chartCostPassedPerMonth,毎月の経過費用,,
Project.chartCostRemainingPerMonth,月毎の残コスト,,
Project.chartTimePassedPerMonth,経過時間/月,,
Project.chartTimeRemainingPerMonth,月間残存時間,,
Project.consumedTime,消費時間,,
Project.costs,コスト,,
Project.currency,通貨,,
Project.customer,顧客,,
Project.date,日付,,
Project.employee,従業員,,
Project.endDate,終了日,,
Project.expectedCosts,予想コスト,,
Project.expectedMargin,期待マージン,,
Project.expectedRevenue,期待収益,,
Project.expense,経費,,
Project.hourlyRate,時給,,
Project.initial,残り,,
Project.invoiceNumber,"請求書 No.",,
Project.invoiced,実現,,
Project.manualElement,手動要素,,
Project.manualElementTitle,タイトル,,
Project.margin,余白,,
Project.plannedPast,計画済過去,,
Project.plannedTime,計画時間,,
Project.planning,計画,,
Project.progress,進捗状況,,
Project.purchase,購入,,
Project.purchaseOrderNumber,"発注 No.",,
Project.realPassed,実際のパス,,
Project.remainInTheory,理論上の残存,,
Project.remainPlanned,残りの計画,,
Project.result,プロジェクト結果の終了,,
Project.sales,売上高,,
Project.salesInvoice,売上請求書,,
Project.salesOrderNumber,"受注 No.",,
Project.salesOrders,売上高,,
Project.subType,サブタイプ,,
Project.synthesis,合成,,
Project.taskName,タスク,,
Project.tasks,タスク,,
Project.time,時間,,
Project.timesheet,タイムシート,,
Project.title,"FINANCIAL REPORT",,
Project.total,合計,,
Project.totalCostChart,総費用,,
Project.totalCosts,総費用,,
Project.totalHours,合計時間,,
Project.totalMargin,総利益,,
Project.totalSales,売上高,,
Project.totalTimeChart,合計時間グラフ,,
Project.totalTurnover,総売上高,,
Project.turnover,離職,,
Project.turnoverAndCostPerMonth,売上高とコスト/月,,
Project.type,種類,,
Projects,プロジェクト,,
"Projects financial report",プロジェクト財務レポート,,
Purchase,購入,,
"Purchase Order Lines",発注明細,,
"Purchase order",発注,,
"Purchase order lines",発注明細,,
"Purchase order lines Priority",発注明細優先度,,
Quotation,見積,,
"Real Costs Total",実質コスト合計,,
"Real Margin (Invoicing)","実マージン (請求)",,
"Real Margin (Time)","実マージン (時間)",,
Realised,実現,,
"Realised Times Total",実現時間合計,,
Reference,参考,,
Refused,拒否,,
"Related Invoice line",関連請求書明細,,
"Related sale order line",関連する受注明細,,
Remaining,残り,,
Sale,セール,,
"Sale Order Lines",受注明細の販売,,
"Sale order",販売オーダー,,
"Sale order lines",受注明細の販売,,
"Sale order lines Priority",受注明細の優先度,,
"See Linked Timesheet Lines","「リンクされたタイムシート行」 を参照してください",,
"Select lines to add",,,
"Select lines to unlink",,,
"Show expense order lines related to the project",プロジェクトに関連する経費明細を表示する,,
"Show production orders related to the project",プロジェクトに関連する製造オーダーを表示します,,
"Show purchase invoice line related to the project",プロジェクトに関連する購買請求書明細を表示します,,
"Show purchase order lines related to the project",プロジェクトに関連する発注明細の表示,,
"Show sale invoice line related to the project",プロジェクトに関連する販売請求書明細の表示,,
"Show sale order lines related to the project",プロジェクトに関連する受注明細を表示します,,
"Since the invoice has already been generated, it's impossible to delete this record",このレコードを削除することはできません,,
Status,ステータス,,
"Status for invoice post task tasks",請求書ポストタスクタスクのステータス,,
"Status for invoice pre task tasks",請求書プリタスクタスクのステータス,,
"Supplier arrivals",仕入先到着,,
"Supplier invoice lines",仕入先請求書明細,,
"Supplier invoices",仕入先請求書,,
Task,タスク,,
"Task %s",タスク%s,,
"Task Invoicing",タスク請求,,
"Task Priority",タスクの優先度,,
"Task by line",行毎のタスク,,
"Task templates",タスクテンプレート,,
Tasks,タスク,,
"Tasks by product",製品別のタスク,,
"Tasks updation completed :",タスクの更新が完了しました:,,
Teamtask.Package,パッケージ,,
Template,テンプレート,,
"The project is configured to be alone",プロジェクトは単独で構成されています,,
"There is no customer for this project/task",このプロジェクト/タスクには顧客がいません,,
"Time spent",所要時間,,
"Timesheet lines",タイムシート行,,
Title,タイトル,,
"To invoice",請求書へ,,
"To invoice via task",タスクを使用して請求する手順は、次のとおりです,,
"To invoice with project",プロジェクトとともに請求する手順は、次のとおりです,,
Tools,ツール,,
"Turnover W.T.",売上高W.T.,,
Type,種類,,
"Unit price discounted",割引単価,,
"Update Tasks",タスクの更新,,
"Update tasks",タスクの更新,,
"Update to invoice",請求書の更新,,
"Updated tasks",更新されたタスク,,
"Updated timesheet lines",更新されたタイムシート行,,
Validated,検証済み,,
"Validated expenses",検証済費用,,
Ventilated,"換気 Ventilated",,
"Waiting expenses",待機費用,,
"With percentage",パーセンテージ付き,,
"With price list",価格表付き,,
"You can't fill a project with the strategy Project Alone.","「プロジェクト単独」 という戦略でプロジェクトを埋めることはできません",,
"You haven't select a company on the main project",メインプロジェクトで会社を選択していません,,
"You haven't select a product to invoice for the task %s",タスク%sの送り状を作成する製品が選択されていません,,
"You haven't select any element to invoice",請求するエレメントを選択していません,,
"You must add a sale order template",受注テンプレートを追加する必要があります,,
"You must select a project/task",プロジェクト/タスクを選択する必要があります,,
teamTask.exTaxTotal,合計W.T,,
"value:Job costing",製造オーダー原価計算,,
