key,message,comment,context
"Duration adjust for customer",お客様のための期間調整,,
"Duration equals 0",期間は0です,,
"Duration(hours by day)","期間 (何時間も)",,
"Duration(in day per day)","期間 (1日1日に)",,
"Duration(minutes by day)","期間 (日に数分)",,
E-MAIL,電子メール,,
ETAB,ETAB,,
ETRANGER,エトランガー,,
"Edit Expense Selected",選択した経費を編集,,
"Edit Leave Request Selected","Leave Requestを編集します",,
"Edit Start&Stop Timer On Stop",停止時の開始/停止タイマを編集,,
"Edit Timesheet Selected",選択したタイムシートの編集,,
"Edit extra hours selected",選択した時間外を編集,,
Editor,エディタ,,
"Electronic card",電子カード,,
"Email reminder for timesheet filling batch",タイムシート入力バッチの電子メール通知,,
"Email reminder for timesheets",タイムシートの電子メールアラーム,,
"Email sent date",電子メール送信日,,
"Email sent to %s",電子メールが%sに送信されました,,
Emails,電子メール,,
"Emergency contact",緊急連絡先,,
"Emergency contact relationship",緊急連絡先,,
Employee,従業員,,
"Employee %s is not allowed to take leave in advance.",従業員%sは事前に休暇を取ることができません,,
"Employee PhoneBook",社員電話帳,,
"Employee advance",従業員前払い,,
"Employee advance list",従業員前貸しリスト,,
"Employee advance usage",従業員の事前使用,,
"Employee advances",従業員前貸し,,
"Employee bonus",従業員賞与,,
"Employee bonus amount",従業員賞与額,,
"Employee bonus management",従業員賞与管理,,
"Employee bonus mgt",従業員賞与管理,,
"Employee bonus type",従業員賞与タイプ,,
"Employee bonuses",従業員賞与,,
"Employee filters",従業員フィルタ,,
"Employee firstname",従業員名,,
"Employee lastname",従業員の姓,,
"Employee vehicle list",従業員車両リスト,,
"Employee's other costs",従業員のその他の費用,,
Employee.annualReportOf,年間経費報告書,,
EmployeeTimesheet.fromDate,開始日,,
EmployeeTimesheet.toDate,日付:至,,
EmployeeTimesheet.user,ユーザー,,
EmployeeTimesheet.weekTotal,週の合計,,
Employees,従業員,,
"Employees Management",従業員管理,,
"Employees computed: %d",計算された従業員数:%d,,
"Employees failed to be computed due to anomaly: %d",異常により従業員の計算に失敗しました:%d,,
"Employees management",従業員管理,,
"Employees' leaves attempted to be computed : %s",従業員の休暇を計算しようとしました:%s,,
"Employees' leaves failed to be computed due to configuration anomaly : %s",構成の異常により従業員の休暇が計算できませんでした:%s,,
"Employees' leaves failed to be computed due to missing data : %s",データが欠落しているため、従業員の休暇を計算できませんでした:%s,,
"Employees' leaves successfully computed : %s",従業員の休暇が正常に計算されました:%s,,
"Employees' other costs",従業員のその他の費用,,
Employment,雇用,,
"Employment Contract Templates",雇用契約テンプレート,,
"Employment Contracts",雇用契約,,
"Employment contract",雇用契約,,
"Employment contract export batch",雇用契約輸出バッチ,,
"Employment contract template",雇用契約テンプレート,,
"Employment contract templates",雇用契約テンプレート,,
"Employment contract type",雇用契約タイプ,,
"Employment contract types",雇用契約タイプ,,
"Employment contracts",雇用契約,,
"Employment contracts exported : %s",Exportされた雇用契約:%s,,
"Enable DPAE",DPAEを有効にする,,
"Enable editor",エディタを有効にする,,
"End Date",終了日,,
"End On",終了On,,
"End date",終了日,,
"End date of hire",雇用終了日,,
"End of contract",契約終了,,
"End of contract reason",契約終了事由,,
"End of contract reasons",契約終了事由,,
"End of month",月末,,
"End of the week",週の終わり,,
"End time",終了時間,,
"Establishment of the employer",事業主の設置,,
Event,イベント,,
"Exclude timesheet editor",タイムシートエディタを除外する,,
Executive,エグゼクティブ,,
"Executive Status",エグゼクティブ・ステータス,,
Expense,経費,,
"Expense Journal",経費仕訳,,
"Expense Notification Mail",経費通知メール,,
"Expense N°",費用No.,,
"Expense Per Employee",従業員1人当たりの費用,,
"Expense Sequence",経費シーケンス,,
"Expense Templates",支出テンプレート,,
"Expense Type",経費タイプ,,
"Expense date",支出日,,
"Expense line",経費明細,,
"Expense lines",経費明細,,
"Expense paid with company's credit card",会社のクレジットカードで支払う費用,,
"Expense tax account",経費税勘定,,
"Expense type",経費タイプ,,
"Expense types",経費タイプ,,
Expense.advanceAmount,前渡金,,
Expense.comments,コメント,,
Expense.companyCbSelect,会社のカードで支払います,,
Expense.currency,通貨,,
Expense.employeeName,従業員,,
Expense.employeeSignature,従業員の署名,,
Expense.employerSignature,使用者の署名,,
Expense.expenseDate,要求日,,
Expense.expenseOf,の費用,,
Expense.multipleUsers,複数のユーザー,,
Expense.period,期間,,
Expense.personalExpenseAmount,人件費,,
Expense.total,合計,,
Expense.totalA.T.I,合計A.T.I,,
Expense.totalAmount,ATI合計,,
Expense.totalToRefund,払戻合計,,
Expense.withdrawnCash,源泉徴収額,,
ExpenseLine.amount,金額,,
ExpenseLine.cityFrom,開始都市,,
ExpenseLine.cityTo,到着都市,,
ExpenseLine.client,クライアント,,
ExpenseLine.distance,"距離 (km)",,
ExpenseLine.expenseDate,日付,,
ExpenseLine.expenseType,経費タイプ,,
ExpenseLine.kilometricAllowParam,KM手当,,
ExpenseLine.kilometricExpenseType,種類,,
ExpenseLine.no,No.,,
ExpenseLine.project,プロジェクタ,,
ExpenseLine.toInvoice,請求書へ,,
ExpenseLine.totalTax,税額,,
ExpenseLine.untaxedAmount,WT量,,
ExpenseLine.yes,はい,,
Expenses,経費,,
"Expenses amount to pay",支払費用,,
"Expenses to Validate",検証費用,,
"Expenses to Ventilate",換気費用,,
"Expenses to be Validated by your subordinates",部下が検証する費用,,
"Expiration date",有効期限,,
Export,Export,,
"Export CSV",CSVのExport,,
"Export code",コードをExport,,
"Export code for duration",期間のコードをExport,,
"Export code for extra hour management",時間外管理用のExportコード,,
"Export code for lunch voucher management",昼食クーポン管理用のExportコード,,
"Export date",Export日,,
"Export des salariés",給与輸出,,
"Export employment contract",輸出雇用契約,,
"Export for payroll preparation",給与作成のためのExport,,
"Export payroll preparation",給与計算のExport,,
"Export type",Exportタイプ,,
Exported,Export済み,,
Exports,Export,,
"Extension Amendment",延長修正,,
"Extension and Miscellaneous Amendment",延長及びその他の補正,,
External,外部,,
"Extra Hours",超過時間,,
"Extra Hours Notification Mail",時間外通知メール,,
"Extra Hours Templates",特別時間テンプレート,,
"Extra Hours Type",特別時間タイプ,,
"Extra hours",超過時間,,
"Extra hours Type",追加時間タイプ,,
"Extra hours to Validate",追加の検証時間,,
"Extra hours to be Validated by your subordinates",部下によって検証される余分な時間,,
"Extra hours to validate",検証のための余分な時間,,
"Extra hours type",時間外型,,
"Extra hours' number",延長時間数,,
ExtraHours,時間外,,
F,F,,
File,ファイル,,
"File type",ファイルタイプ,,
"File types",ファイルタイプ,,
Files,ファイル,,
Finish,フィニッシュ,,
Finished,完了,,
"First name",名,,
"Fiscal periods",会計期間,,
"Fiscal year",年度,,
Follow-up,フォローアップ,,
"For foreign-born employees, please enter the code 99",外国生まれの従業員の場合は、コード99を入力してください,,
Formula,数式,,
"Formula variables configuration",式変数の設定,,
Friday,金曜日,,
From,開始日,,
"From Date",日付:自,,
"From date",開始日,,
"From date can't be empty",開始日を空にすることはできません,,
"From generation date",生成日から,,
"Full name",フルネーム,,
"Fullscreen Editor",フルスクリーンエディタ,,
General,全般,,
"General Expense",一般経費,,
"General Expenses",一般経費,,
"General expense lines",一般経費明細,,
"General expenses",一般経費,,
"Generate Lines From Expected Planning",計画予定からの明細の生成,,
"Generate Lines automatically",線分を自動的に生成する,,
"Generate human resource configurations",人事構成の生成,,
"Generate lines",線分を生成する,,
"Generate new DPAE",新しいDPAEを生成,,
"Generate payroll prepa.",給与支払準備を生成します,,
"Generate periods",期間の生成,,
Given,指定,,
"Given lunch vouchers on the period",期間中に昼食券をプレゼント,,
"Given to Employee",従業員に付与,,
"Google Maps error: %s",Googleマップエラー:%s,,
"Ground For Refusal",拒絶理由,,
"Ground for refusal",拒絶理由,,
HR,HR,,
"HR Batch",HRバッチ,,
"HR batches",HRバッチ,,
"HR config",HR構成,,
"HR information",人事情報,,
"HR manager",人事部長,,
"Health service",保健サービス,,
"Health service address",ヘルスサービスアドレス,,
"Historic colleague Expenses",過去の同僚の支出,,
"Historic colleague Timesheets",過去の同僚タイムシート,,
"Historic colleague extra hours",過去の同僚の勤務時間外勤務,,
"Historic extra hours",従来の延長時間,,
"Historic team Expenses",従来のチーム経費,,
"Historic team leave requests",過去のチームの休暇申請,,
"Historic team timesheets",過去のチームタイムシート,,
Holiday,休日,,
"Hourly gross salary",1時間当たりの総給与額,,
"Hourly rate",時給,,
Hours,時間,,
"Hours distribution",時間分布,,
"Hr batch",HRバッチ,,
"Hr config",Hr構成,,
HrConfig,HrConfig,,
"Human Resource Manager",人事部長,,
"Human Resource config (${ name })","人事構成 (${name})",,
"Human Resources Manager",人事部長,,
"Human Resources User",人事管理ユーザー,,
"Human Resources configuration",人事構成,,
"Human Resources configurations",人事管理の構成,,
"Human resource configurations",人事構成,,
"Imposed day Planning",実施日計画,,
"In Trial",試用中,,
"In advance",事前に,,
"Include in turnover forecast",売上高予測に含める,,
"Increase %",増加%,,
Information,情報,,
Inject,挿入,,
Inject/Consume,注入/消費,,
Instruction,指示,,
"Internal description",内部説明,,
"Invalid date",無効な日付,,
"Invalid date periods",無効な日付期間,,
"Invalid date, it can't be in the future",無効な日付です。将来の日付にすることはできません,,
"Invalid dates",無効な日付,,
"Invalid duration (must be a 0.5's multiple)","期間が無効です (は0.5の倍数である必要があります)",,
Invitation,招待,,
Invoiced,請求済,,
"Invoicing Type for Log Times",ログ時間の請求タイプ,,
Justification,位置合わせ,,
K.A.P.,ケー・エー・ピー,,
"Keep Project for Start&Stop Timer",開始/停止タイマのプロジェクトを保持,,
"Kilometric Allowance",キロメートル許容差,,
"Kilometric Allowance Param",キロメートル補正パラメータ,,
"Kilometric Allowance Params",キロメートル許容パラメータ,,
"Kilometric Allowances","許容差 (K)",,
"Kilometric allowance list",キロメトリック許容値リスト,,
"Kilometric allowance rate",キロメトリック許容値,,
"Kilometric allowance rates",キロメトリック許容値,,
"Kilometric allowance rule",キロメトリック許容値規則,,
"Kilometric allowance rule list",キロメトリック許容値ルールリスト,,
"Kilometric allowance rules",キロメトリック許容値規則,,
"Kilometric expense product",キロメトリック費用製品,,
"Kilometric lines",キロメートル線,,
"Kilometric log",キロメトリックログ,,
"Kilometric log list",キロメトリックログリスト,,
"Kilometrice Allowance Param",キロメートル許容パラメータ,,
"Kilometrice Allowance Params",キロメートル許容パラメータ,,
"Kilometrice log",キロメートル・ログ,,
LIEU,リュー,,
Label,ラベル,,
"Last name",姓,,
"Leave Batch rules",バッチルールの終了,,
"Leave List",リストから移動,,
"Leave Management",休暇管理,,
"Leave Management Batch Rule",休暇管理バッチ・ルール,,
"Leave Management Reset",休暇管理リセット,,
"Leave Per Employee",従業員1人当たり休暇,,
"Leave Reason",退職理由,,
"Leave Reason for Leave to justify",正当化するための休暇事由,,
"Leave Request",休暇要求,,
"Leave Request Notification Mail","Leave Request通知メール",,
"Leave Requests",休暇要求,,
"Leave Requests to Validate",検証要求の保留,,
"Leave counter reset",Leaveカウンタリセット,,
"Leave day number",休暇日数,,
"Leave days' number",休業日数,,
"Leave line",行を残す,,
"Leave management",休暇管理,,
"Leave management batch",休暇管理バッチ,,
"Leave management batch rule list",休暇管理バッチルールリスト,,
"Leave period",休業期間,,
"Leave reason",休暇事由,,
"Leave reason and day number have to be defined",休暇事由および日数を定義する必要があります,,
"Leave request",休暇請求,,
"Leave to justify",正当化するために残しておく,,
LeaveRequest,LeaveRequest,,
Leaves,休暇,,
"Leaves Management",休暇管理,,
"Leaves Templates",休暇テンプレート,,
"Leaves and timesheets",休暇とタイムシート,,
"Leaves calendar",休暇カレンダー,,
"Leaves to be Validated by your subordinates",部下に検証される休暇,,
"Line will be attached to a subsequent timesheet",行は後続のタイムシートに添付されます,,
"Lines Generation Wizard",ライン生成ウィザード,,
"List of employees",従業員のリスト,,
"Log Time",ログ時間,,
"Log Times",ログ時間,,
"Logged Time",ログ時間,,
Login,ログイン,,
"Lunch Voucher",昼食バウチャー,,
"Lunch Voucher Employer's Share",昼食バウチャー事業主負担,,
"Lunch Voucher Format",昼食クーポン形式,,
"Lunch Voucher Line",昼食バウチャーライン,,
"Lunch Voucher Lines",昼食バウチャーライン,,
"Lunch Voucher Management",昼食クーポン管理,,
"Lunch Voucher Wage Share",昼食クーポンの賃金シェア,,
"Lunch Voucher format",昼食クーポン形式,,
"Lunch Voucher's number",昼食バウチャーのNo.,,
"Lunch Vouchers",昼食クーポン,,
"Lunch voucher advance",昼食クーポン先行,,
"Lunch voucher advances",昼食クーポンの前渡し,,
"Lunch voucher supplier",昼食バウチャー仕入先,,
"Lunch vouchers",昼食クーポン,,
"Lunch vouchers distributed",昼食クーポン配布,,
"Lunch vouchers used",昼食クーポン使用,,
"Lunch vouchers' number",昼食クーポンNo.,,
LunchVoucher.amount,金額,,
LunchVoucher.comment,コメント,,
LunchVoucher.employeeShare,従業員持ち株,,
LunchVoucher.employerShare,雇用者株式,,
LunchVoucher.handedOn,Onに設定,,
LunchVoucher.leavesFrom,次の場所からの休暇,,
LunchVoucher.lvFrom,昼食クーポン,,
LunchVoucher.month,月,,
LunchVoucher.names,名前,,
LunchVoucher.qty,QTY,,
LunchVoucher.signature,署名,,
LunchVoucher.signatureDocument,サイン書類:昼食バウチャーハンディング,,
LunchVoucher.subtotal,昼食バウチャー小計,,
LunchVoucher.to,へ,,
LunchVoucher.total,合計,,
LunchVoucherCommand,LunchVoucherCommand,,
M,M,,
MATRICULE,マトリックス,,
"Maiden name",旧姓,,
Main,メイン,,
"Main activity code",メインアクティビティコード,,
"Main employment contract",主な雇用契約,,
"Main employment contract status",主な雇用契約状況,,
"Manage Accumulation",累積の管理,,
Manager,管理者,,
"Marital name",婚姻上の氏名,,
"Marital status",婚姻状況,,
Married,既婚者,,
"Mass export list",一括Exportリスト,,
"Maximum Condition",最大条件,,
"Maximum value for hours exceeded (configure daily work hours in employee)","超過した時間の最大値 (従業員の毎日の勤務時間を構成する)",,
Messages,メッセージ,,
"Min monthly remuneration",最低月額報酬,,
"Minimum Condition",最小条件,,
"Minimum Stock of Lunch Vouchers",昼食クーポンの最低在庫数,,
"Minimum stock of lunch vouchers will be reached for the company %s. Minimum Stock allowed : %s. Available Stock : %s",会社%sの昼食クーポンの最小在庫に達します。最小許容在庫:%s。有効在庫:%s,,
Minutes,分,,
"Miscellaneous Amendment",その他の補正,,
"Missing hours",時間がありません,,
Monday,月曜日,,
"Monthly global cost",毎月のグローバルコスト,,
Morning,午前,,
Move,移動,,
"Move Date",移動日,,
"Move already used, you must unreconcile it first",移動はすでに使用されています。最初に調整を取り消してください,,
"Multiple users",複数のユーザー,,
"Multiple users expenses",複数ユーザーの費用,,
"My Expenses",私の支出,,
"My Extra Hours",私の追加時間,,
"My Leave Requests",休暇のリクエスト,,
"My Timesheets",私のタイムシート,,
"My expense",私の経費,,
"My expenses",私の経費,,
"My extra hours",私の余分な時間,,
"My leave request",私の休暇の申請,,
"My leave requests",私の休暇のリクエスト,,
"My timesheet",私のタイムシート,,
"My timesheets",タイムシート,,
NOM,NOM,,
"NOM DE JEUNE FILLE",ジュール・ファイル,,
"NOM MARITAL",ノム・マリタル,,
"NUMERO INSEE","NUMERO INSEE",,
Name,名称,,
"Name for age variable",年齢変数の名前,,
"Name for seniority variable",年功変数の名前,,
"Name for total working day in a period variable",期間変数内の合計稼働日の名前,,
"Name for working day variable",稼働日変数の名前,,
"Nbr lunch vouchers",No.昼食クーポン,,
"Net salary",純給与,,
New,新規作成,,
"New project line",新しいプロジェクトライン,,
Nibelis,ニーベリス,,
No,No.,,
"No Leave Request to be validated by your subordinates",部下が承認する休暇要求はありません,,
"No Route Found",ルートが見つかりません,,
"No Tax for the product %s",製品%sに対する税金はありません,,
"No expense to be validated by your subordinates",部下が検証する費用は不要,,
"No extra hours to be validated by your subordinates",部下に確認される余分な時間はない,,
"No such place exists",そのような場所はありません,,
"No time sheet found for employee %s",従業員%sのタイムシートが見つかりません,,
"No timesheet line has been created because the duration is less than 1 minute",期間が1分未満のため、タイムシート行は作成されませんでした,,
"No timesheet to be validated by your subordinates",部下が検証するタイムシートがありません,,
"No user found",ユーザーが見つかりません,,
Non-Executive,非エグゼクティブ,,
None,なし,,
"Not invoiced",未請求,,
"Number of canteen entries",食堂エントリ数,,
"Number of days",日数,,
"Number of days before reminder",リマインダまでの日数,,
"Number of days overseas",海外滞在日数,,
"Number of days worked",労働日数,,
"Number of lunch vouchers",昼食券の枚数,,
OK,OK,,
Occasional,不定期,,
"Old value",古い値,,
One-way,一方向,,
"Only missing",不足のみ,,
"Open Street Maps error: %s",ストリートマップを開くエラー:%s,,
Organization,組織,,
Others,その他の証券,,
Overseas,うち海外,,
"Overtime management",残業管理,,
Overview,概要,,
PRENOM,プリノム,,
"Paper format",用紙フォーマット,,
Pause,一時停止,,
"Pay Company",支払会社,,
"Pay company main employment contract",支払会社主雇用契約,,
"Pay period",支給期間,,
Payment,支払い,,
"Payment Date",支払日,,
"Payment Status",支払ステータス,,
"Payment amount",支払金額,,
"Payment information",支払情報,,
"Payment mode",支払モード,,
"Payment move",支払いの移動,,
"Payroll Leave",有給休暇,,
"Payroll Leaves",給与休暇,,
"Payroll Preparation",給与計算の準備,,
"Payroll Preparations",給与計算の準備,,
"Payroll Year",給与年度,,
"Payroll periods",給与期間,,
"Payroll preparation",給与計算の準備,,
"Payroll preparation export",給与準備Export,,
"Payroll preparation export batch",給与計算準備Export・バッチ,,
"Payroll preparation export page",給与準備Export・ページ,,
"Payroll preparation generation",給与準備の生成,,
"Payroll preparation generation batch",給与計算準備生成バッチ,,
"Payroll preparation generation page",給与計算作成生成ページ,,
"Payroll preparations",給与の準備,,
"Payroll preparations attempted to be generated : %s",給与準備を生成しようとしました:%s,,
"Payroll preparations exported : %s",Exportされた給与準備:%s,,
"Payroll preparations failed to be generated due to a duplicate one : %s",重複しているため、給与準備の生成に失敗しました:%s,,
"Payroll preparations failed to be generated due to missing data : %s",データが欠落しているため、給与計算の準備を生成できませんでした:%s,,
"Payroll preparations successfully generated : %s",給与計算準備が正常に生成されました:%s,,
"Payroll year",給与年度,,
"Payroll years",給与年数,,
Period,期間,,
"Period is closed",期間はクローズされています,,
"Periods generation assistant",期間生成アシスタント,,
Permanent,永久,,
"Personal expense",個人的な費用,,
"Personal expense amount",人件費,,
"Personal information",個人情報,,
Phone,電話No.,,
"Phone at the customer",顧客に電話する,,
Phonebook.employeePhonebook,社員電話帳,,
"Planned Time Planning",計画時間計画,,
"Planned hours",計画時間,,
"Planned time",計画時間,,
"Planning line cannot be in two different days",計画明細を2つの異なる日付にすることはできません,,
Plannings,プランニング,,
"Plate Number",プレートNo.,,
"Please add a product",製品を追加してください,,
"Please add a start date for generation",生成の開始日を追加してください,,
"Please add an employee's planning related to user %s",ユーザー%sに関連する従業員の計画を追加してください,,
"Please add an employee's public holiday events planning related to user %s",ユーザー%sに関連する従業員の祝日イベント計画を追加してください,,
"Please add an end date for generation",生成の終了日を追加してください,,
"Please configure Formula Variables for human resource for the company %s",会社%sの人事用に式変数を設定してください,,
"Please configure information for human resources for the company %s",会社%sの人事情報を設定してください,,
"Please configure the canceled expense template in HR config for the company %s",会社%sの人事構成でキャンセルされた経費テンプレートを構成してください,,
"Please configure the canceled extra hours template in HR config for the company %s",会社%sの人事構成で、キャンセルされた残業テンプレートを構成してください,,
"Please configure the canceled leave template in HR config for the company %s",会社%sの人事構成でキャンセルされた休暇テンプレートを構成してください,,
"Please configure the canceled timehsheet template in HR config for the company %s",キャンセルされたタイムシートテンプレートを会社%sのHR構成で構成してください,,
"Please configure the expense type for kilometric allowance in HR config for the company %s",会社%sの人事構成でキロメートル許容値の経費タイプを構成してください,,
"Please configure the lunch voucher export path in HR config for the company %s",会社%sのHR構成で昼食バウチャーのExportパスを構成してください,,
"Please configure the refused expense template in HR config for the company %s",会社%sの人事構成で拒否された経費テンプレートを構成してください,,
"Please configure the refused extra hours template in HR config for the company %s",会社%sの人事構成で、拒否された時間外テンプレートを構成してください,,
"Please configure the refused leave template in HR config for the company %s",会社%sの人事構成で拒否された休暇テンプレートを構成してください,,
"Please configure the refused timehsheet template in HR config for the company %s",会社%sのHR構成で拒否されたタイムシートテンプレートを構成してください,,
"Please configure the sent expense template in HR config for the company %s",会社%sのHR構成で送信済み経費テンプレートを構成してください,,
"Please configure the sent extra hours template in HR config for the company %s",会社%sの人事構成で、送信された臨時時間テンプレートを構成してください,,
"Please configure the sent leave template in HR config for the company %s",会社%sのHR構成で送信済み休暇テンプレートを構成してください,,
"Please configure the sent timehsheet template in HR config for the company %s",会社%sのHR構成で送信されたタイムシートテンプレートを構成してください,,
"Please configure the template for email reminder",電子メールリマインダのテンプレートを設定してください,,
"Please configure the unit for this type of absence",このタイプの不就業のユニットを構成してください,,
"Please configure the unjustified absence reason in HR config for the company %s",会社%sのHR構成で不当な不就業理由を構成してください,,
"Please configure the validated expense template in HR config for the company %s",会社%sのHR構成で検証済みの費用テンプレートを構成してください,,
"Please configure the validated extra hours template in HR config for the company %s",会社%sのHR構成に有効な臨時時間テンプレートを構成してください,,
"Please configure the validated leave template in HR config for the company %s",会社%sのHR構成に有効な休暇テンプレートを構成してください,,
"Please configure the validated timehsheet template in HR config for the company %s",会社%sのHR構成に有効なタイムシートテンプレートを構成してください,,
"Please create an employee for the user %s",ユーザー%sの従業員を作成してください,,
"Please fill a company.",会社に記入してください,,
"Please fill a leave period.",休暇期間を埋めてください,,
"Please fill the payment mode.",お支払い方法をご記入ください,,
"Please fill the period",期間を記入してください,,
"Please, add a contract of employment for employee : %s",従業員の雇用契約を追加してください:%s,,
"Please, add a planning for employee : %s",従業員の計画を追加してください:%s,,
